event_id,customer_id,event_type,product,color,price,event_timestamp
403066,61,purchase,jacket,blue,119.42,2026-01-12 08:02:56.186785
370106,73,purchase,tshirt,red,100.38,2025-12-23 08:02:56.186789
660467,363,view,socks,red,37.56,2026-01-04 08:02:56.186805
718462,485,view,tshirt,black,75.24,2026-01-26 08:02:56.186811
233821,496,add_to_cart,jacket,black,102.5,2026-01-09 08:02:56.186814
287560,80,add_to_cart,tshirt,white,56.11,2026-01-02 08:02:56.186816
653631,255,add_to_cart,jacket,black,89.62,2026-01-07 08:02:56.186819
594193,336,purchase,jacket,white,82.83,2026-02-19 08:02:56.186822
387595,455,view,shoes,black,56.5,2026-01-05 08:02:56.186824
361986,1,view,shoes,red,116.37,2026-01-12 08:02:56.186827
342038,40,view,shoes,green,86.01,2025-12-29 08:02:56.186829
994953,4,add_to_cart,shoes,black,107.21,2025-12-22 08:02:56.186832
232887,375,view,jacket,blue,9.31,2026-02-06 08:02:56.186834
503188,314,purchase,jacket,black,110.05,2026-02-06 08:02:56.186837
173406,117,view,socks,red,40.46,2026-01-29 08:02:56.186840
329548,205,add_to_cart,socks,black,33.85,2026-02-07 08:02:56.186843
903411,342,view,shoes,white,11.57,2026-02-09 08:02:56.186845
875255,224,add_to_cart,shoes,green,26.72,2026-02-01 08:02:56.186848
845620,314,add_to_cart,shoes,red,47.04,2026-01-16 08:02:56.186851
992747,248,add_to_cart,socks,blue,119.84,2026-01-18 08:02:56.186854
898649,274,view,tshirt,green,10.27,2026-01-18 08:02:56.186856
881329,386,purchase,jacket,blue,72.54,2025-12-28 08:02:56.186861
363871,230,purchase,tshirt,black,50.73,2026-02-12 08:02:56.186864
224265,197,add_to_cart,shoes,blue,21.94,2025-12-26 08:02:56.186866
421628,475,add_to_cart,shoes,green,33.72,2025-12-23 08:02:56.186869
163484,85,add_to_cart,tshirt,white,119.34,2026-01-03 08:02:56.186872
161231,271,view,tshirt,green,66.53,2026-01-06 08:02:56.186875
504836,361,purchase,jacket,black,13.92,2026-01-24 08:02:56.186878
915655,410,purchase,socks,red,40.71,2026-01-26 08:02:56.186880
120144,274,add_to_cart,socks,red,107.42,2026-01-18 08:02:56.186885
688372,58,add_to_cart,socks,red,38.71,2026-01-18 08:02:56.186888
677093,123,purchase,shoes,red,66.17,2026-01-14 08:02:56.186891
255364,28,add_to_cart,socks,blue,62.02,2026-02-08 08:02:56.186894
263160,149,purchase,shoes,white,9.7,2026-01-24 08:02:56.186896
868247,238,add_to_cart,jacket,black,58.32,2026-01-29 08:02:56.186899
629902,319,purchase,tshirt,white,93.28,2026-01-26 08:02:56.186901
542788,52,view,socks,green,43.53,2025-12-23 08:02:56.186904
562633,138,purchase,jacket,blue,38.17,2026-02-14 08:02:56.186907
848989,171,purchase,tshirt,green,17.09,2026-02-13 08:02:56.186909
429557,188,add_to_cart,tshirt,black,39.35,2026-01-20 08:02:56.186914
895748,471,view,tshirt,blue,43.64,2026-02-15 08:02:56.186917
139302,11,purchase,jacket,black,102.31,2026-01-20 08:02:56.186920
841638,131,add_to_cart,socks,white,31.1,2026-01-19 08:02:56.186923
761670,128,purchase,tshirt,green,117.64,2025-12-31 08:02:56.186925
781709,266,purchase,jacket,black,8.69,2025-12-25 08:02:56.186928
682082,239,view,socks,white,114.55,2026-01-04 08:02:56.186931
790627,450,add_to_cart,tshirt,blue,103.87,2026-02-09 08:02:56.186934
793619,262,purchase,jacket,white,31.19,2025-12-26 08:02:56.186936
916176,378,add_to_cart,jacket,red,90.19,2026-02-16 08:02:56.186939
426770,470,purchase,shoes,red,16.51,2026-01-10 08:02:56.186942
367857,483,purchase,jacket,blue,89.26,2026-02-19 08:02:56.186945
500306,288,purchase,tshirt,black,57.78,2026-02-03 08:02:56.186950
504638,178,view,shoes,red,80.0,2025-12-28 08:02:56.186953
636446,268,purchase,socks,green,17.08,2026-02-08 08:02:56.186956
290880,489,add_to_cart,tshirt,green,67.98,2026-02-09 08:02:56.186958
168344,382,add_to_cart,jacket,green,117.13,2026-02-11 08:02:56.186961
636848,247,add_to_cart,socks,green,108.32,2025-12-26 08:02:56.186964
766998,324,add_to_cart,socks,blue,105.02,2026-02-17 08:02:56.186966
193521,491,purchase,jacket,white,57.97,2025-12-21 08:02:56.186971
925120,387,purchase,tshirt,green,9.74,2025-12-23 08:02:56.186974
333072,22,view,jacket,red,18.43,2026-02-15 08:02:56.186976
281654,21,view,tshirt,blue,71.71,2026-01-12 08:02:56.186979
258988,302,purchase,tshirt,red,33.92,2026-02-05 08:02:56.186982
488824,152,purchase,tshirt,red,49.88,2026-01-13 08:02:56.186984
663999,190,add_to_cart,socks,black,41.57,2026-01-31 08:02:56.186990
372934,20,purchase,socks,blue,69.72,2025-12-29 08:02:56.186993
179099,253,purchase,shoes,red,106.76,2026-02-19 08:02:56.187000
471572,158,view,socks,blue,32.48,2026-02-16 08:02:56.187005
710479,465,add_to_cart,tshirt,blue,116.24,2026-01-22 08:02:56.187008
220312,174,view,jacket,blue,64.88,2026-01-25 08:02:56.187017
843005,238,add_to_cart,socks,blue,66.9,2026-01-04 08:02:56.187020
839159,337,purchase,tshirt,black,34.92,2026-02-15 08:02:56.187023
207651,181,view,shoes,white,6.44,2025-12-30 08:02:56.187025
793307,493,add_to_cart,jacket,white,6.7,2025-12-26 08:02:56.187028
866043,239,view,shoes,green,30.46,2026-01-01 08:02:56.187030
643668,217,purchase,socks,blue,93.5,2025-12-27 08:02:56.187033
202211,66,purchase,jacket,blue,8.78,2025-12-29 08:02:56.187037
494731,462,add_to_cart,jacket,blue,117.6,2026-01-30 08:02:56.187040
195839,244,purchase,tshirt,white,15.94,2026-02-18 08:02:56.187043
968474,476,purchase,jacket,blue,119.07,2026-02-01 08:02:56.187046
254352,289,purchase,jacket,red,92.47,2026-02-15 08:02:56.187048
149484,333,add_to_cart,jacket,white,44.89,2026-01-13 08:02:56.187051
106938,36,view,tshirt,blue,61.55,2026-01-08 08:02:56.187054
507779,244,purchase,socks,black,56.99,2026-01-01 08:02:56.187057
712899,374,view,shoes,blue,11.11,2026-01-12 08:02:56.187060
105415,439,add_to_cart,shoes,white,50.19,2026-02-19 08:02:56.187063
789379,126,view,tshirt,black,99.87,2026-02-03 08:02:56.187065
173759,374,add_to_cart,jacket,white,60.94,2026-01-29 08:02:56.187068
835799,23,purchase,socks,green,45.86,2026-01-03 08:02:56.187070
916499,84,view,socks,green,90.57,2026-01-01 08:02:56.187073
779804,145,purchase,shoes,green,48.81,2026-01-03 08:02:56.187076
987291,339,view,socks,red,43.52,2026-01-18 08:02:56.187078
911684,499,view,shoes,black,93.79,2026-02-15 08:02:56.187081
285364,58,add_to_cart,socks,white,8.93,2026-02-15 08:02:56.187084
895743,453,purchase,socks,blue,58.32,2025-12-24 08:02:56.187097
594742,268,add_to_cart,jacket,black,13.87,2026-01-21 08:02:56.187099
406871,187,add_to_cart,shoes,blue,5.77,2026-01-10 08:02:56.187102
361137,230,purchase,shoes,blue,88.41,2026-01-18 08:02:56.187113
137785,168,view,shoes,red,82.35,2026-01-30 08:02:56.187116
373521,466,view,socks,red,69.42,2026-01-26 08:02:56.187118
222486,175,view,socks,green,116.92,2026-01-11 08:02:56.187121
248717,5,add_to_cart,socks,red,99.35,2026-01-19 08:02:56.187124
392805,93,view,socks,green,38.42,2026-01-08 08:02:56.187127
508873,343,add_to_cart,shoes,red,41.81,2026-01-02 08:02:56.187129
862010,278,view,socks,blue,44.49,2026-01-03 08:02:56.187132
815411,23,add_to_cart,jacket,white,118.43,2025-12-25 08:02:56.187134
910493,38,add_to_cart,socks,red,86.67,2026-02-02 08:02:56.187138
211429,67,add_to_cart,socks,black,9.36,2025-12-25 08:02:56.187140
281850,195,purchase,socks,blue,93.4,2026-01-23 08:02:56.187143
498454,246,purchase,jacket,red,97.7,2025-12-21 08:02:56.187145
422007,38,view,shoes,green,78.94,2026-01-25 08:02:56.187148
433093,296,view,jacket,green,87.24,2026-01-22 08:02:56.187150
214091,74,add_to_cart,socks,black,79.94,2025-12-26 08:02:56.187155
155707,182,view,tshirt,red,37.54,2026-01-30 08:02:56.187158
237649,384,view,tshirt,black,21.97,2026-01-18 08:02:56.187163
502891,237,purchase,socks,red,72.88,2026-02-16 08:02:56.187169
516350,105,view,jacket,green,44.55,2026-02-11 08:02:56.187172
306110,305,purchase,socks,red,47.39,2026-01-25 08:02:56.187174
834775,107,purchase,shoes,white,115.42,2026-01-30 08:02:56.187182
424701,100,view,jacket,black,47.16,2026-02-02 08:02:56.187188
853605,12,purchase,tshirt,blue,83.78,2026-02-09 08:02:56.187192
178810,184,purchase,jacket,white,92.93,2026-01-25 08:02:56.187196
211729,93,add_to_cart,jacket,red,79.19,2026-02-03 08:02:56.187201
582570,309,purchase,socks,black,81.83,2025-12-31 08:02:56.187204
885279,33,add_to_cart,socks,green,83.0,2026-01-20 08:02:56.187206
795710,493,view,socks,white,23.41,2026-01-28 08:02:56.187209
340397,469,purchase,shoes,blue,69.34,2026-01-26 08:02:56.187212
254215,20,purchase,jacket,white,91.34,2026-02-13 08:02:56.187214
138837,346,view,tshirt,blue,32.66,2026-02-05 08:02:56.187217
719923,358,add_to_cart,shoes,blue,117.88,2026-02-03 08:02:56.187219
756083,285,add_to_cart,jacket,green,46.7,2026-01-08 08:02:56.187222
388191,333,view,shoes,blue,52.54,2026-01-13 08:02:56.187226
487297,212,add_to_cart,shoes,blue,45.65,2026-02-11 08:02:56.187230
196768,296,add_to_cart,shoes,green,114.14,2026-02-02 08:02:56.187232
281338,373,add_to_cart,socks,green,34.27,2026-01-25 08:02:56.187235
631221,354,view,socks,blue,97.5,2026-01-17 08:02:56.187238
742154,42,view,socks,green,18.83,2026-01-17 08:02:56.187241
687529,121,add_to_cart,tshirt,white,70.44,2026-01-25 08:02:56.187244
976523,14,view,socks,white,26.34,2026-02-16 08:02:56.187246
492092,219,add_to_cart,shoes,blue,15.08,2026-01-16 08:02:56.187249
105413,418,add_to_cart,jacket,red,68.36,2026-01-12 08:02:56.187252
785114,433,purchase,shoes,red,13.82,2026-02-14 08:02:56.187255
401352,245,view,shoes,white,25.4,2026-01-21 08:02:56.187258
206519,297,purchase,socks,green,42.75,2026-01-27 08:02:56.187260
331454,248,purchase,jacket,black,79.87,2025-12-26 08:02:56.187263
441063,173,purchase,jacket,green,65.5,2026-01-01 08:02:56.187266
932539,330,add_to_cart,tshirt,red,46.39,2026-02-12 08:02:56.187269
410737,165,view,jacket,black,69.12,2026-01-19 08:02:56.187272
283161,99,purchase,jacket,red,52.28,2026-01-10 08:02:56.187275
165524,348,purchase,socks,blue,53.74,2026-01-09 08:02:56.187279
238796,268,add_to_cart,shoes,black,85.87,2026-01-23 08:02:56.187282
788785,266,view,socks,white,50.2,2026-01-31 08:02:56.187284
873392,129,view,socks,white,7.37,2026-02-12 08:02:56.187287
800324,270,purchase,tshirt,white,41.06,2026-01-31 08:02:56.187290
812655,182,add_to_cart,tshirt,blue,33.59,2026-02-01 08:02:56.187293
931890,385,add_to_cart,jacket,red,99.84,2025-12-24 08:02:56.187295
197016,296,view,shoes,blue,83.7,2026-01-10 08:02:56.187298
334322,484,purchase,tshirt,blue,109.3,2026-01-27 08:02:56.187301
661145,211,add_to_cart,socks,red,91.91,2026-02-11 08:02:56.187303
539273,479,view,shoes,red,111.42,2026-02-05 08:02:56.187306
808125,476,view,jacket,blue,19.56,2026-01-31 08:02:56.187309
106124,173,purchase,jacket,white,16.17,2026-02-19 08:02:56.187311
516113,202,view,jacket,black,46.98,2025-12-28 08:02:56.187314
786349,464,purchase,shoes,black,110.19,2026-01-20 08:02:56.187317
244461,64,purchase,jacket,white,83.64,2026-02-02 08:02:56.187319
476164,17,view,tshirt,red,22.2,2026-01-01 08:02:56.187322
743118,309,purchase,socks,green,108.0,2026-01-06 08:02:56.187325
390044,419,add_to_cart,shoes,green,91.85,2025-12-23 08:02:56.187329
285767,495,view,socks,red,15.5,2025-12-29 08:02:56.187334
453905,181,view,socks,white,89.66,2026-01-16 08:02:56.187337
673603,377,purchase,tshirt,blue,29.8,2026-01-11 08:02:56.187340
233005,139,add_to_cart,jacket,red,105.77,2026-01-10 08:02:56.187342
755624,264,add_to_cart,socks,black,46.42,2025-12-27 08:02:56.187345
499408,135,purchase,jacket,blue,55.32,2026-02-06 08:02:56.187348
958710,448,view,socks,green,57.82,2026-01-12 08:02:56.187350
473792,293,purchase,jacket,black,8.09,2026-01-29 08:02:56.187353
545932,185,add_to_cart,jacket,red,90.2,2026-02-18 08:02:56.187355
917655,56,purchase,tshirt,black,98.68,2026-02-07 08:02:56.187358
958953,390,add_to_cart,socks,black,51.97,2026-01-20 08:02:56.187361
874799,495,view,socks,white,9.52,2026-01-29 08:02:56.187366
673636,252,purchase,tshirt,blue,91.76,2026-01-29 08:02:56.187368
643652,455,view,jacket,black,116.38,2026-01-02 08:02:56.187371
804407,270,view,jacket,red,33.89,2026-02-16 08:02:56.187374
905937,144,add_to_cart,socks,black,115.99,2026-01-23 08:02:56.187376
582105,18,add_to_cart,shoes,black,21.52,2026-01-20 08:02:56.187379
411478,224,view,socks,green,5.24,2026-01-31 08:02:56.187382
825720,445,add_to_cart,jacket,red,112.23,2026-01-28 08:02:56.187388
143039,34,view,jacket,white,105.79,2026-01-18 08:02:56.187390
576329,47,add_to_cart,shoes,green,38.45,2026-02-04 08:02:56.187393
213822,334,purchase,jacket,black,18.18,2026-01-25 08:02:56.187396
627826,253,view,tshirt,green,76.47,2026-01-02 08:02:56.187399
180199,239,purchase,shoes,white,56.35,2025-12-23 08:02:56.187402
695535,137,purchase,jacket,blue,58.06,2026-01-18 08:02:56.187404
963528,105,purchase,jacket,black,81.01,2026-01-23 08:02:56.187407
600157,329,view,socks,red,112.86,2026-01-30 08:02:56.187410
901694,372,purchase,tshirt,red,59.2,2026-01-29 08:02:56.187412
176618,8,view,shoes,blue,92.27,2026-01-12 08:02:56.187415
740016,311,view,tshirt,green,32.84,2026-01-31 08:02:56.187417
944900,187,purchase,jacket,red,48.45,2025-12-22 08:02:56.187420
609445,466,view,jacket,white,13.42,2025-12-24 08:02:56.187424
116808,433,purchase,tshirt,blue,113.37,2026-01-30 08:02:56.187427
656253,340,purchase,shoes,blue,12.99,2026-02-17 08:02:56.187430
472651,331,view,shoes,green,61.0,2026-01-16 08:02:56.187433
637399,11,add_to_cart,socks,black,113.4,2026-01-19 08:02:56.187436
566485,27,add_to_cart,tshirt,black,105.45,2026-02-07 08:02:56.187440
303035,391,purchase,socks,black,26.35,2026-02-19 08:02:56.187444
971769,415,add_to_cart,jacket,blue,7.23,2026-01-16 08:02:56.187446
441431,162,add_to_cart,jacket,blue,68.66,2026-01-10 08:02:56.187449
768833,491,purchase,shoes,red,88.04,2025-12-22 08:02:56.187452
177734,83,add_to_cart,jacket,red,16.42,2026-01-13 08:02:56.187454
247101,70,add_to_cart,tshirt,black,63.18,2026-02-17 08:02:56.187458
505772,395,add_to_cart,socks,green,37.52,2026-02-01 08:02:56.187460
751266,309,add_to_cart,jacket,blue,73.77,2026-01-14 08:02:56.187463
339713,87,view,tshirt,red,46.8,2026-02-18 08:02:56.187466
896565,283,purchase,socks,white,111.83,2026-02-19 08:02:56.187468
548083,64,purchase,shoes,red,65.12,2025-12-27 08:02:56.187471
131271,221,add_to_cart,jacket,white,71.25,2025-12-22 08:02:56.187474
775682,250,purchase,socks,black,30.11,2025-12-23 08:02:56.187477
490276,423,purchase,jacket,green,10.96,2026-01-27 08:02:56.187479
322071,192,add_to_cart,socks,green,5.15,2026-02-14 08:02:56.187482
208890,306,purchase,shoes,green,39.74,2026-02-14 08:02:56.187486
416795,330,add_to_cart,jacket,red,7.88,2026-02-03 08:02:56.187489
565141,500,add_to_cart,tshirt,green,16.15,2026-01-30 08:02:56.187494
260726,150,view,tshirt,green,92.01,2026-02-14 08:02:56.187496
391806,334,purchase,tshirt,green,35.43,2026-01-22 08:02:56.187499
211907,249,view,socks,black,36.08,2026-01-01 08:02:56.187502
376590,217,view,socks,blue,9.97,2026-01-06 08:02:56.187504
109049,33,purchase,socks,white,95.99,2026-01-06 08:02:56.187507
277608,150,purchase,socks,green,34.82,2026-02-18 08:02:56.187510
588729,42,view,shoes,green,36.75,2026-01-11 08:02:56.187513
324517,330,add_to_cart,jacket,black,36.69,2026-02-10 08:02:56.187516
951588,361,add_to_cart,tshirt,green,46.41,2025-12-28 08:02:56.187519
920655,17,purchase,socks,black,76.41,2026-01-15 08:02:56.187521
148890,230,purchase,tshirt,white,99.15,2025-12-28 08:02:56.187524
240569,154,add_to_cart,tshirt,red,51.43,2025-12-21 08:02:56.187527
712603,3,add_to_cart,socks,blue,22.28,2026-02-01 08:02:56.187530
784909,166,add_to_cart,tshirt,green,114.9,2026-01-08 08:02:56.187533
819219,114,add_to_cart,tshirt,blue,97.07,2026-01-09 08:02:56.187536
637222,481,add_to_cart,jacket,white,34.18,2026-01-24 08:02:56.187538
694669,198,purchase,jacket,green,91.27,2025-12-29 08:02:56.187541
183154,80,purchase,tshirt,black,73.39,2026-01-16 08:02:56.187545
479274,283,add_to_cart,jacket,red,13.17,2026-02-07 08:02:56.187549
781113,125,add_to_cart,shoes,black,84.98,2026-01-11 08:02:56.187551
893722,466,add_to_cart,socks,white,89.01,2026-02-14 08:02:56.187556
438568,465,add_to_cart,jacket,red,89.49,2026-01-04 08:02:56.187559
870412,478,purchase,tshirt,black,6.55,2026-01-17 08:02:56.187562
218438,462,purchase,shoes,black,110.9,2026-01-09 08:02:56.187564
874100,185,purchase,tshirt,green,89.32,2025-12-21 08:02:56.187567
524318,243,add_to_cart,shoes,black,44.49,2025-12-21 08:02:56.187569
455074,457,add_to_cart,jacket,green,48.13,2026-02-18 08:02:56.187572
741709,344,add_to_cart,shoes,white,116.52,2026-02-06 08:02:56.187574
592915,44,purchase,socks,white,46.91,2026-02-13 08:02:56.187577
779628,64,purchase,socks,white,11.05,2026-02-02 08:02:56.187580
907598,253,add_to_cart,shoes,black,82.04,2026-01-19 08:02:56.187582
129036,294,purchase,shoes,green,101.18,2026-01-18 08:02:56.187585
230549,483,purchase,shoes,green,78.67,2026-02-16 08:02:56.187588
836286,397,view,tshirt,green,9.18,2026-01-03 08:02:56.187591
824664,122,view,tshirt,black,39.22,2026-02-19 08:02:56.187596
490456,407,view,shoes,blue,42.27,2026-01-25 08:02:56.187598
703241,26,add_to_cart,jacket,red,65.73,2026-02-12 08:02:56.187603
652954,443,add_to_cart,jacket,blue,29.51,2026-02-12 08:02:56.187605
162938,162,view,socks,green,56.59,2026-02-02 08:02:56.187608
650612,421,purchase,socks,black,75.01,2025-12-21 08:02:56.187611
234497,55,purchase,tshirt,white,27.3,2026-01-25 08:02:56.187613
170540,63,add_to_cart,shoes,black,6.97,2026-02-14 08:02:56.187616
162431,319,purchase,tshirt,blue,35.29,2026-02-01 08:02:56.187619
931965,74,view,shoes,red,37.91,2026-01-29 08:02:56.187622
593280,299,add_to_cart,shoes,green,93.78,2026-02-17 08:02:56.187625
536415,148,add_to_cart,jacket,white,35.05,2026-01-05 08:02:56.187628
858634,471,view,tshirt,blue,94.5,2025-12-28 08:02:56.187631
106235,468,view,tshirt,blue,34.26,2025-12-24 08:02:56.187633
305813,413,add_to_cart,socks,red,6.06,2025-12-22 08:02:56.187636
689628,151,add_to_cart,tshirt,white,39.9,2026-01-18 08:02:56.187639
753898,486,view,jacket,blue,69.74,2026-01-03 08:02:56.187642
645258,61,purchase,socks,red,16.21,2026-01-30 08:02:56.187645
121481,140,add_to_cart,socks,white,97.96,2026-01-08 08:02:56.187647
746979,492,view,socks,black,42.13,2026-01-09 08:02:56.187650
638975,462,add_to_cart,jacket,green,48.57,2026-02-07 08:02:56.187655
832370,52,purchase,socks,black,54.12,2025-12-27 08:02:56.187658
836417,198,purchase,tshirt,white,79.38,2025-12-25 08:02:56.187660
399195,442,view,socks,green,85.66,2026-01-20 08:02:56.187663
892748,480,view,shoes,white,108.88,2026-01-17 08:02:56.187666
947791,446,view,socks,white,88.53,2026-01-23 08:02:56.187668
403595,469,purchase,shoes,white,115.95,2026-01-23 08:02:56.187675
732118,200,purchase,jacket,blue,46.17,2026-01-12 08:02:56.187678
786315,203,view,tshirt,red,18.71,2026-01-07 08:02:56.187683
804250,148,purchase,jacket,white,119.18,2026-01-15 08:02:56.187686
437376,298,view,tshirt,red,39.69,2026-02-17 08:02:56.187688
809933,347,add_to_cart,tshirt,green,30.38,2025-12-31 08:02:56.187691
991707,170,view,jacket,black,26.4,2026-02-04 08:02:56.187693
475672,392,view,tshirt,red,47.2,2025-12-22 08:02:56.187696
206804,120,add_to_cart,socks,black,78.39,2026-02-17 08:02:56.187699
149182,302,view,shoes,red,10.22,2026-02-16 08:02:56.187702
481058,187,purchase,jacket,red,54.36,2025-12-29 08:02:56.187704
415612,411,add_to_cart,tshirt,white,108.91,2026-01-29 08:02:56.187707
746042,283,view,jacket,black,69.31,2026-01-27 08:02:56.187712
892752,406,add_to_cart,socks,blue,22.89,2026-01-04 08:02:56.187715
237703,368,purchase,tshirt,blue,107.34,2026-02-04 08:02:56.187717
721123,120,view,socks,black,104.32,2026-01-13 08:02:56.187720
835202,333,add_to_cart,socks,white,55.18,2026-01-31 08:02:56.187723
158388,198,purchase,jacket,red,28.32,2026-02-13 08:02:56.187725
684861,447,purchase,shoes,green,28.49,2025-12-26 08:02:56.187728
507110,78,add_to_cart,shoes,green,80.39,2026-01-15 08:02:56.187731
537035,193,purchase,tshirt,blue,24.34,2026-01-27 08:02:56.187734
994790,453,add_to_cart,tshirt,black,16.57,2026-02-04 08:02:56.187736
103361,30,add_to_cart,jacket,black,99.78,2026-01-26 08:02:56.187739
298450,427,view,tshirt,green,14.96,2026-02-18 08:02:56.187742
118730,364,view,tshirt,red,55.06,2025-12-24 08:02:56.187745
891756,309,view,jacket,blue,48.76,2026-02-09 08:02:56.187748
332837,139,view,shoes,white,60.88,2026-02-10 08:02:56.187750
152927,133,add_to_cart,tshirt,black,27.54,2026-01-16 08:02:56.187753
455441,372,purchase,jacket,green,9.86,2026-02-19 08:02:56.187755
976397,116,view,socks,red,108.62,2026-02-16 08:02:56.187758
628114,319,add_to_cart,shoes,red,20.73,2025-12-30 08:02:56.187760
593277,334,view,tshirt,red,21.67,2026-01-26 08:02:56.187765
786915,233,add_to_cart,shoes,black,67.96,2026-01-31 08:02:56.187768
335604,306,purchase,shoes,red,55.96,2026-02-04 08:02:56.187771
155548,58,add_to_cart,jacket,green,92.23,2026-01-09 08:02:56.187774
671364,109,purchase,jacket,white,84.22,2026-02-07 08:02:56.187777
962613,419,purchase,shoes,black,103.8,2026-02-02 08:02:56.187779
432351,55,purchase,shoes,green,111.44,2026-01-25 08:02:56.187782
925833,224,add_to_cart,shoes,red,72.62,2026-01-28 08:02:56.187785
585878,169,purchase,shoes,black,75.13,2026-02-07 08:02:56.187788
947171,401,add_to_cart,shoes,blue,69.61,2026-01-20 08:02:56.187790
319163,63,view,socks,black,75.26,2025-12-31 08:02:56.187793
460668,347,purchase,tshirt,red,104.75,2025-12-21 08:02:56.187796
913062,347,view,socks,black,26.32,2026-01-15 08:02:56.187798
691472,488,add_to_cart,socks,blue,22.33,2026-02-12 08:02:56.187801
101998,267,view,jacket,blue,119.58,2026-02-14 08:02:56.187803
608859,12,view,tshirt,red,64.14,2026-01-03 08:02:56.187806
577087,161,view,socks,black,20.81,2026-01-30 08:02:56.187808
385192,1,view,socks,green,91.21,2026-01-18 08:02:56.187811
381985,231,view,shoes,black,79.33,2026-01-22 08:02:56.187815
546969,328,add_to_cart,socks,green,69.63,2025-12-28 08:02:56.187818
712547,215,add_to_cart,socks,blue,67.54,2026-02-16 08:02:56.187821
707380,335,view,jacket,blue,108.71,2026-01-01 08:02:56.187824
998596,342,view,jacket,red,31.27,2026-01-31 08:02:56.187827
972769,59,purchase,tshirt,red,8.11,2026-01-24 08:02:56.187830
344535,345,add_to_cart,tshirt,black,39.1,2026-01-15 08:02:56.187833
338268,330,add_to_cart,shoes,black,49.02,2025-12-25 08:02:56.187841
663222,453,add_to_cart,jacket,black,89.62,2026-01-16 08:02:56.187845
108756,383,purchase,tshirt,green,92.02,2026-01-16 08:02:56.187850
439901,236,view,socks,black,86.46,2026-01-28 08:02:56.187854
636872,135,add_to_cart,socks,red,34.3,2025-12-30 08:02:56.187858
476248,53,purchase,jacket,blue,29.25,2026-01-08 08:02:56.187860
113192,261,add_to_cart,shoes,black,42.65,2026-02-16 08:02:56.187863
663239,2,view,socks,green,25.39,2026-01-09 08:02:56.187866
920137,266,add_to_cart,tshirt,red,33.33,2026-01-19 08:02:56.187869
494872,251,add_to_cart,tshirt,green,67.19,2026-01-15 08:02:56.187872
629066,59,view,shoes,green,17.23,2026-01-16 08:02:56.187874
975000,438,view,jacket,white,87.85,2026-02-01 08:02:56.187879
204391,396,purchase,jacket,white,118.28,2026-01-30 08:02:56.187883
109318,238,add_to_cart,socks,green,42.54,2026-01-30 08:02:56.187885
965393,382,add_to_cart,tshirt,red,9.42,2026-01-12 08:02:56.187888
636095,458,add_to_cart,tshirt,blue,97.17,2026-02-11 08:02:56.187891
623301,441,add_to_cart,jacket,black,30.61,2026-01-14 08:02:56.187894
953899,391,purchase,jacket,blue,46.99,2026-01-25 08:02:56.187896
610255,52,view,socks,white,13.5,2026-01-16 08:02:56.187899
207761,329,purchase,socks,black,17.59,2026-01-16 08:02:56.187902
385328,293,view,tshirt,blue,102.37,2026-02-17 08:02:56.187904
614413,436,purchase,shoes,blue,76.92,2026-01-31 08:02:56.187907
373094,161,add_to_cart,tshirt,blue,101.91,2025-12-26 08:02:56.187910
486285,433,purchase,socks,white,105.65,2026-01-08 08:02:56.187912
575524,266,purchase,shoes,blue,26.17,2026-01-23 08:02:56.187915
848016,23,add_to_cart,jacket,green,40.26,2026-01-08 08:02:56.187918
295197,497,view,tshirt,black,26.01,2026-02-11 08:02:56.187921
329778,207,add_to_cart,shoes,black,101.0,2025-12-21 08:02:56.187923
765689,289,add_to_cart,tshirt,red,10.02,2026-01-03 08:02:56.187926
437279,175,view,shoes,green,103.26,2026-01-12 08:02:56.187931
250914,63,purchase,shoes,white,84.68,2026-01-01 08:02:56.187933
594394,315,purchase,tshirt,red,72.23,2026-02-13 08:02:56.187938
450917,228,add_to_cart,socks,black,100.93,2026-01-13 08:02:56.187943
853246,313,add_to_cart,shoes,black,87.46,2025-12-31 08:02:56.187947
291295,245,view,tshirt,green,54.01,2026-02-06 08:02:56.187950
191405,239,view,jacket,green,39.12,2026-01-05 08:02:56.187953
415983,245,purchase,jacket,blue,13.64,2026-02-04 08:02:56.187956
983883,207,purchase,socks,blue,118.84,2026-02-08 08:02:56.187959
795972,117,purchase,tshirt,red,114.79,2026-02-15 08:02:56.187961
498995,382,purchase,tshirt,blue,61.24,2025-12-29 08:02:56.187964
471937,333,add_to_cart,tshirt,green,71.68,2026-01-19 08:02:56.187967
240521,254,purchase,socks,green,78.08,2026-02-18 08:02:56.187970
209569,354,view,shoes,blue,89.06,2026-01-03 08:02:56.187972
638876,310,purchase,shoes,red,55.29,2026-01-24 08:02:56.187975
838182,467,add_to_cart,shoes,white,117.2,2026-01-24 08:02:56.187978
476393,373,add_to_cart,tshirt,white,119.36,2026-01-03 08:02:56.187980
596376,75,add_to_cart,tshirt,black,21.92,2026-01-27 08:02:56.187983
439621,41,view,shoes,red,40.53,2026-01-30 08:02:56.187986
574574,230,view,socks,white,12.93,2026-02-10 08:02:56.187991
181976,402,view,shoes,red,29.79,2026-02-10 08:02:56.187994
383216,452,add_to_cart,jacket,blue,109.52,2026-01-31 08:02:56.187996
703056,291,view,shoes,green,78.31,2025-12-28 08:02:56.187999
366962,361,add_to_cart,shoes,blue,88.02,2026-01-04 08:02:56.188002
